Hour,Day,A1,A3,A5,A7,A9,Control,B2,B4,B6,B8,B10,C1,C3,C5,C7,C9,D2,D4,D6,D8,D10,E1,E3,E5,E7,E9,Control1_30cm,Control2_30cm
2,7/5/17,,,32.188,,,31.88,,,,,,,,,,,,,,,,,,,,,31.88,31.88
4,7/5/17,,,32.188,,,31.676,,,,,,,,,,,,,,,,,,,,,31.676,31.676
6,7/5/17,,,32.086,,,31.421,,,,,,,,,,,,,,,,,,,,,31.472,31.37
8,7/5/17,,,31.983,,,31.166,,,,,,,,,,,,,,,,,,,,,31.166,31.166
10,7/5/17,,,31.778,,,30.9125,,,,,,,,,,,,,,,,,,,,,30.963,30.862
12,7/5/17,,,31.676,,,30.7095,,,,,,,,,,,,,,,,,,,,,30.76,30.659
14,7/5/17,,,31.574,,,30.811,,,,,,,,,,,,,,,,,,,,,30.862,30.76
16,7/5/17,,,31.574,,,31.421,,,,,,,,,,,,,,,,,,,,,31.472,31.37
18,7/5/17,,,31.676,,,32.137,,,,,,,,,,,,,,,,,,,,,32.086,32.188
20,7/5/17,,,32.086,,,32.9625,,,,,,,,,,,,,,,,,,,,,32.911,33.014
22,7/5/17,,,32.394,,,33.066,,,,,,,,,,,,,,,,,,,,,33.014,33.118
24,7/5/17,,,32.6,,,32.7555,,,,,,,,,,,,,,,,,,,,,32.704,32.807
26,7/6/17,33.014,,32.6,32.704,32.807,32.394,31.472,,,,31.268,31.064,,,30.659,,,,,,,,,,,,32.394,32.394
28,7/6/17,32.911,,32.6,32.704,32.6,31.983,31.268,,,,31.268,31.166,,,30.76,,,,,,,,,,,,31.983,31.983
30,7/6/17,32.704,,32.394,32.497,32.291,31.574,30.963,,,,31.166,31.166,,,30.76,,,,,,,,,,,,31.574,31.574
32,7/6/17,32.394,,32.291,32.291,32.086,31.217,30.76,,,,31.064,31.166,,,30.76,,,,,,,,,,,,31.268,31.166
34,7/6/17,32.086,,31.983,32.086,31.778,30.811,30.457,,,,30.862,31.166,,,30.76,,,,,,,,,,,,30.862,30.76
36,7/6/17,31.88,,31.778,31.778,31.574,30.558,30.255,,,,30.76,31.166,,,30.76,,,,,,,,,,,,30.659,30.457
38,7/6/17,31.676,,31.574,31.574,31.472,30.659,30.154,,,,30.558,31.166,,,30.659,,,,,,,,,,,,30.76,30.558
40,7/6/17,31.676,,31.472,31.472,31.676,31.217,30.255,,,,30.558,31.064,,,30.659,,,,,,,,,,,,31.268,31.166
42,7/6/17,31.983,,31.676,31.574,32.086,32.086,30.558,,,,30.558,31.064,,,30.659,,,,,,,,,,,,32.086,32.086
44,7/6/17,32.394,,31.983,31.88,32.6,32.859,30.963,,,,30.76,31.064,,,30.659,,,,,,,,,,,,32.807,32.911
46,7/6/17,32.911,,32.291,32.394,33.014,33.378,31.37,,,,30.963,31.064,,,30.659,,,,,,,,,,,,33.326,33.43
48,7/6/17,33.326,,32.704,32.807,33.326,33.43,31.676,,,,31.268,31.064,,,30.659,,,,,,,,,,,,33.43,33.43
50,7/7/17,33.43,32.911,32.911,33.014,33.326,33.066,31.676,31.166,31.064,31.472,31.472,31.064,30.457,30.558,30.659,30.659,31.472,31.166,31.064,31.064,31.268,31.37,,,,,33.014,33.118
52,7/7/17,33.326,33.014,32.911,33.118,33.222,32.6,31.472,31.166,31.064,31.37,31.574,31.064,30.457,30.659,30.659,30.659,31.472,31.166,31.064,31.064,31.268,31.37,,,,,32.6,32.6
54,7/7/17,33.222,32.911,32.807,33.014,33.014,32.188,31.268,31.064,31.064,31.268,31.574,31.064,30.457,30.659,30.659,30.76,31.37,31.064,30.963,30.963,31.166,31.472,,,,,32.188,32.188
56,7/7/17,32.911,32.807,32.704,32.807,32.807,31.778,31.064,30.862,30.963,31.064,31.472,31.166,30.457,30.659,30.76,30.76,31.166,30.862,30.862,30.76,31.064,31.472,,,,,31.778,31.778
58,7/7/17,32.704,32.6,32.497,32.6,32.497,31.37,30.76,30.76,30.862,30.862,31.268,31.166,30.558,30.659,30.76,30.862,31.064,30.76,30.76,30.659,30.862,31.472,,,,,31.37,31.37
60,7/7/17,32.394,32.291,32.291,32.394,32.188,31.064,30.558,30.558,30.76,30.659,31.166,31.166,30.558,30.76,30.76,30.862,30.862,30.558,30.558,30.457,30.76,31.574,,,,,31.064,31.064
62,7/7/17,32.188,32.086,32.086,32.086,32.086,31.064,30.356,30.558,30.659,30.558,30.963,31.166,30.457,30.76,30.76,30.862,30.659,30.457,30.457,30.457,30.659,31.574,,,,,31.064,31.064
64,7/7/17,32.188,31.983,31.983,31.983,32.188,31.421,30.457,30.558,30.558,30.558,30.963,31.166,30.457,30.76,30.76,30.862,30.659,30.457,30.457,30.457,30.659,31.574,,,,,31.472,31.37
66,7/7/17,32.394,32.086,32.086,32.086,32.394,31.983,30.659,30.659,30.558,30.659,30.963,31.166,30.457,30.659,30.76,30.76,30.76,30.457,30.457,30.659,30.76,31.574,,,,,31.983,31.983
68,7/7/17,32.704,32.188,32.188,32.291,32.704,32.497,31.064,30.862,30.659,30.963,31.064,31.166,30.457,30.659,30.659,30.76,30.963,30.659,30.558,30.76,30.963,31.472,,,,,32.497,32.497
70,7/7/17,33.014,32.497,32.394,32.497,32.911,32.6,31.268,30.963,30.76,31.064,31.166,31.166,30.457,30.659,30.659,30.76,31.166,30.76,30.76,30.76,30.963,31.472,,,,,32.6,32.6
72,7/7/17,33.118,32.6,32.497,32.704,32.807,32.394,31.268,30.963,30.862,31.166,31.268,31.166,30.457,30.659,30.659,30.76,31.166,30.862,30.76,30.76,30.963,31.472,,,,,32.394,32.394
74,7/8/17,33.014,32.704,32.497,32.704,32.704,32.0345,31.064,30.862,30.862,31.064,31.268,31.166,30.457,30.659,30.659,30.76,31.166,30.862,30.76,30.76,30.963,31.472,31.166,30.862,30.76,30.76,31.983,32.086
76,7/8/17,32.807,32.6,32.394,32.6,32.497,31.676,30.963,30.76,30.862,30.963,31.166,31.166,30.457,30.659,30.659,30.76,31.064,30.76,30.76,30.659,30.862,31.472,31.166,30.963,30.862,30.76,31.676,31.676
78,7/8/17,32.6,32.497,32.291,32.394,32.291,31.37,30.76,30.659,30.76,30.862,31.064,31.166,30.457,30.659,30.659,30.76,30.963,30.659,30.659,30.457,30.76,31.574,31.166,30.862,30.862,30.76,31.37,31.37
80,7/8/17,32.394,32.291,32.086,32.188,32.086,30.963,30.457,30.457,30.659,30.659,30.963,31.166,30.457,30.659,30.659,30.76,30.862,30.558,30.457,30.356,30.558,31.574,31.166,30.963,30.862,30.76,30.963,30.963
82,7/8/17,32.086,32.086,31.88,31.983,31.778,30.659,30.255,30.356,30.558,30.457,30.862,31.166,30.457,30.659,30.659,30.76,30.659,30.356,30.356,30.154,30.457,31.574,31.166,30.963,30.862,30.76,30.659,30.659
84,7/8/17,31.88,31.88,31.778,31.778,31.574,30.457,30.054,30.255,30.457,30.356,30.76,31.166,30.457,30.659,30.659,30.76,30.457,30.255,30.255,30.054,30.255,31.574,31.166,30.963,30.862,30.76,30.457,30.457
86,7/8/17,31.676,31.676,31.574,31.574,31.574,30.5075,29.953,30.154,30.356,30.255,30.558,31.064,30.457,30.659,30.659,30.76,30.356,30.154,30.054,30.054,30.255,31.574,31.166,30.862,30.76,30.76,30.558,30.457
88,7/8/17,31.778,31.574,31.472,31.472,31.676,31.0135,30.054,30.255,30.255,30.255,30.558,31.064,30.356,30.558,30.659,30.76,30.356,30.054,30.054,30.054,30.356,31.472,31.064,30.862,30.76,30.76,31.064,30.963
90,7/8/17,31.983,31.676,31.676,31.574,32.086,31.88,30.356,30.356,30.255,30.356,30.558,31.064,30.356,30.558,30.659,30.659,30.457,30.154,30.054,30.356,30.457,31.472,31.064,30.862,30.76,30.659,31.88,31.88
92,7/8/17,32.497,31.983,31.983,31.983,32.6,32.8075,30.862,30.659,30.457,30.659,30.76,31.064,30.356,30.558,30.558,30.659,30.659,30.457,30.255,30.558,30.76,31.472,31.064,30.862,30.76,30.659,32.704,32.911
94,7/8/17,33.014,32.394,32.394,32.394,33.118,33.378,31.37,30.963,30.659,31.064,30.963,31.064,30.356,30.558,30.558,30.659,31.064,30.76,30.558,30.862,31.064,31.37,31.064,30.76,30.659,30.659,33.326,33.43
96,7/8/17,33.535,32.807,32.704,32.807,33.43,33.5345,31.676,31.166,30.862,31.268,31.268,31.064,30.356,30.558,30.558,30.659,31.37,31.064,30.862,31.064,31.268,31.37,31.064,30.76,30.659,30.659,33.43,33.639
98,7/9/17,33.743,33.118,33.014,33.222,33.535,33.4825,31.778,31.268,31.064,31.472,31.472,31.064,30.356,30.558,30.558,30.659,31.574,31.268,31.064,31.166,31.37,31.472,31.064,30.76,30.659,30.659,33.43,33.535
100,7/9/17,33.848,33.326,33.118,33.326,33.535,33.274,31.778,31.268,31.268,31.472,31.574,31.064,30.356,30.558,30.558,30.659,31.778,31.37,31.166,31.268,31.37,31.472,31.064,30.862,30.76,30.659,33.222,33.326
102,7/9/17,33.743,33.326,33.118,33.43,33.535,32.9625,31.676,31.268,31.37,31.472,31.676,31.166,30.457,30.558,30.659,30.76,31.778,31.37,31.268,31.166,31.37,31.574,31.166,30.862,30.76,30.76,32.911,33.014
104,7/9/17,33.639,33.326,33.118,33.326,33.326,32.6,31.472,31.166,31.37,31.37,31.676,31.166,30.457,30.659,30.659,30.76,31.778,31.37,31.166,31.064,31.268,31.574,31.166,30.963,30.862,30.76,32.6,32.6
106,7/9/17,33.43,33.118,33.014,33.222,33.118,32.291,31.268,31.064,31.268,31.268,31.574,31.268,30.457,30.659,30.76,30.76,31.676,31.268,31.166,30.963,31.166,31.676,31.268,30.963,30.862,30.862,32.291,32.291
108,7/9/17,33.222,33.014,32.807,33.014,32.911,31.983,31.064,30.963,31.166,31.166,31.472,31.268,30.558,30.76,30.76,30.862,31.472,31.064,31.064,30.862,31.064,31.676,31.268,30.963,30.963,30.862,31.983,31.983
110,7/9/17,33.014,32.807,32.704,32.807,32.911,32.0345,30.963,30.963,31.064,31.064,31.37,31.268,30.558,30.76,30.76,30.862,31.37,30.963,30.963,30.862,31.064,31.676,31.268,31.064,30.963,30.862,32.086,31.983
112,7/9/17,33.118,32.807,32.704,32.807,33.118,32.6,31.166,31.064,31.064,31.064,31.37,31.268,30.558,30.76,30.862,30.862,31.37,30.963,30.862,30.963,31.166,31.778,31.268,31.064,30.963,30.862,32.6,32.6
114,7/9/17,33.43,32.911,32.807,32.911,33.43,33.4825,31.472,31.268,31.166,31.268,31.472,31.268,30.558,30.76,30.862,30.862,31.472,31.166,31.064,31.268,31.37,31.778,31.268,31.064,30.963,30.862,33.43,33.535
116,7/9/17,33.848,33.222,33.222,33.222,33.953,34.163,31.983,31.574,31.268,31.676,31.676,31.268,30.558,30.76,30.862,30.862,31.778,31.37,31.268,31.574,31.676,31.778,31.37,31.064,30.963,30.862,34.058,34.268
118,7/9/17,34.374,33.639,33.535,33.743,34.268,34.6375,32.497,31.88,31.574,32.086,31.983,31.37,30.558,30.76,30.862,30.862,32.188,31.778,31.574,31.778,31.88,31.778,31.37,31.064,30.963,30.963,34.479,34.796
120,7/9/17,34.691,33.953,33.953,34.058,34.479,34.6905,32.704,31.983,31.778,32.291,32.188,31.37,30.558,30.862,30.862,30.963,32.394,32.086,31.778,31.983,32.086,31.778,31.37,31.064,31.064,30.963,34.585,34.796
122,7/10/17,34.903,34.163,34.163,34.268,34.585,34.585,32.807,32.086,31.983,32.497,32.394,31.472,30.659,30.862,30.963,30.963,32.6,32.188,31.983,32.086,32.188,31.88,31.472,31.166,31.064,30.963,34.479,34.691
124,7/10/17,34.903,34.268,34.163,34.374,34.479,34.321,32.704,32.188,32.086,32.497,32.497,31.472,30.76,30.963,30.963,31.064,32.704,32.291,32.086,32.086,32.188,31.88,31.472,31.166,31.166,31.064,34.268,34.374
126,7/10/17,34.796,34.268,34.163,34.374,34.374,34.0055,32.6,32.086,32.086,32.394,32.497,31.574,30.76,30.963,31.064,31.166,32.704,32.291,32.086,31.983,32.188,31.983,31.574,31.268,31.166,31.064,33.953,34.058
128,7/10/17,34.585,34.163,34.058,34.268,34.163,33.691,32.497,31.983,32.086,32.394,32.497,31.574,30.862,31.064,31.166,31.166,32.6,32.291,32.086,31.983,32.086,32.086,31.676,31.37,31.268,31.166,33.639,33.743
